DNI,Nombre,Asignatura,Nota,horas_estudio,Edad,Sexo,Ciudad,Correo,Telefono
2200,Nacho Manuel,Fisica,4,5.0,20.0,Femenino,,elviravendrell@example.com,+34 955 061 531
9708,Jacinta Ferrer,Fisica,5,3.3740766175500947,20.0,,Málaga,armandocalvo@example.com,+34939 869 492
5612,Enrique Meléndez,Matematicas,2,0.2048301513522327,25.0,Femenino,Huelva,georgina11@example.com,+34 921 39 52 25
3788,Yésica Salom,Programacion,7,5.0,18.0,Femenino,Ávila,,+34 942771193
5556,Jose Ignacio Moles,Fisica,6,6.810454068110767,18.0,Masculino,Cáceres,santiago21@example.org,+34 709 434 182
5768,Teodoro Sala,Fisica,5,3.154841803851277,24.0,Masculino,Almería,ascension43@example.net,
9017,Febe Jordán,Programacion,7,4.064028538527061,24.0,Femenino,Valencia,gibertclara@example.org,+34 923 81 15 57
6572,Vito Valencia,Programacion,5,4.636894661485341,22.0,Masculino,Tarragona,marcos68@example.net,+34901 82 70 82
9246,Eugenia Pizarro,Fisica,5,3.0,23.0,Femenino,Murcia,tadan@example.com,+34710083392
7730,Ruperta Villaverde,Fisica,6,3.3005486572623295,,Femenino,Almería,luisbecerra@example.org,+34711 07 27 66
2089,Florencia Tomé,Fisica,5,4.489686996729127,20.0,Femenino,Cuenca,barojulian@example.org,+34945 778 416
7937,Silvio Calvet,Matematicas,6,5.0,18.0,Masculino,Valladolid,sestrada@example.com,+34 807 01 12 50
1292,Remedios Carrillo,Programacion,5,5.0,23.0,Masculino,Segovia,azahar50@example.com,+34 932256199
9753,Carmela Oliveras,Fisica,2,5.0,21.0,Femenino,Almería,zvinas@example.org,+34 982 074 877
8216,Florinda Mateo,Matematicas,5,5.0,19.0,Masculino,Asturias,maria-del-carmenizaguirre@example.net,+34983804616
5407,Piedad Puga,Matematicas,5,8.531963716706663,24.0,Masculino,Sevilla,angelicavillalobos@example.com,
3099,Reyna Amaya,Programacion,9,7.612485819089096,19.0,Femenino,Cáceres,adora41@example.com,+34 924 66 04 44
8237,Marcia Sarabia,Matematicas,7,5.0,18.0,Masculino,Guipúzcoa,barbara38@example.org,+34971435827
3583,Juliana Fuster,Fisica,5,4.766133543512622,25.0,Masculino,Navarra,inmaculada42@example.net,+34 947393080
5633,Luís Ariño,Programacion,5,8.93862540473946,24.0,Femenino,Guadalajara,nazaretandrade@example.com,+34976 17 39 23
7595,Severino Cabo,Matematicas,5,4.355035889422009,22.0,Masculino,Ciudad,ldalmau@example.com,+34 847 826 918
5011,Sebastián Vilanova,Fisica,1,4.200668013554872,19.0,Masculino,Las Palmas,pedrerociriaco@example.com,+34871 659 791
6100,Venceslás Feliu,Fisica,7,1.5430679034289323,24.0,Femenino,Asturias,veronica87@example.com,+34824 898 473
7752,Marisa Busquets,Fisica,8,3.0,23.0,Femenino,Cádiz,carmela18@example.net,+34 806829463
8061,Chema Alcolea,Fisica,5,3.1415648704751513,,Masculino,Cádiz,calzadapelayo@example.net,
8560,Eladio Sanz,Programacion,8,5.0,19.0,Femenino,Girona,galanrosaura@example.com,+34877 84 06 75
7177,Valentín Lluch,Fisica,5,3.3693288257323406,22.0,Masculino,Salamanca,guillermomaza@example.net,+34 914 976 817
2713,Paz Cazorla,Matematicas,5,6.54787496089785,22.0,Femenino,Asturias,quintanaregina@example.com,+34843979675
7444,Calisto Bru,Matematicas,5,5.0,23.0,Femenino,Tarragona,lisandroramon@example.org,+34883419961
2642,Graciano Bermudez,Matematicas,7,5.0,19.0,Masculino,Jaén,sofiaquero@example.org,+34 721 78 76 01
7907,Lorenza Álvaro,Fisica,6,3.517133909195134,25.0,Masculino,Castellón,blanchalexandra@example.org,+34 887 65 12 47
9864,Calixto Macías,Programacion,9,5.0,24.0,Femenino,Málaga,maciaspetrona@example.com,+34657 00 42 74
1599,Etelvina Taboada,Programacion,6,3.2538942381051204,20.0,Masculino,Ciudad,valledorita@example.org,+34877 10 85 48
4537,Gregorio Tenorio,Programacion,6,3.929917835113649,18.0,Masculino,Córdoba,rodrigoferrero@example.org,+34976490698
5892,Lino Llobet,Fisica,6,3.520139340490255,18.0,Masculino,Valencia,paca54@example.com,+34983 05 50 94
6140,María Ángeles Macías,Programacion,8,4.296262861071176,18.0,Femenino,Melilla,aperez@example.org,+34835 516 365
7070,Vicenta Hoz,Fisica,4,3.8531714422606784,25.0,Masculino,Granada,chuy21@example.com,+34814 049 066
1453,Venceslás Valbuena,Programacion,8,3.0,21.0,Masculino,León,juanita78@example.net,+34 949 21 70 78
5033,Albert Nadal,Fisica,7,2.480088676649981,24.0,Femenino,Málaga,palaubenigna@example.com,+34928 70 56 38
6564,René Lledó,Matematicas,8,3.0,18.0,Masculino,Almería,zpol@example.net,+34824 950 187
6183,Amalia Cisneros,Programacion,9,3.858326706569643,24.0,Masculino,Las Palmas,dnoguera@example.com,+34826065914
7356,Candelaria Tejedor,Matematicas,5,1.9730970101080305,23.0,Femenino,Lleida,drevilla@example.org,+34 824 43 68 19
7139,Maximiliano Villalba,Matematicas,2,7.9300106283287635,23.0,Femenino,Toledo,tyanez@example.net,+34 882 521 339
5071,Joel Agustín,Fisica,5,1.8010860965661926,25.0,Femenino,Alicante,wcriado@example.org,+34861575764
2716,Sabina Alsina,Matematicas,7,4.837421054004826,23.0,Masculino,,mateosleocadio@example.com,+34926242377
3274,Desiderio Heras,Programacion,4,3.494508786718362,19.0,Masculino,Murcia,xpalomino@example.net,+34 980 222 767
2065,Almudena Martínez,Fisica,10,5.0,25.0,Femenino,Las Palmas,,+34 803292884
7610,Jacobo Alberto,Fisica,1,5.0,,Femenino,Barcelona,narcisohurtado@example.org,+34 886002855
8132,Iván Macias,Programacion,1,8.552357501231693,24.0,Femenino,Jaén,jmata@example.org,+34971 93 17 02
4761,Benjamín Barranco,Programacion,5,4.990524177562101,19.0,Femenino,Salamanca,tomasbernat@example.net,+34884 81 26 50
5427,Calixto Infante,Matematicas,5,8.898669315882643,24.0,Femenino,Toledo,gmaza@example.org,+34 923 74 77 72
7677,Marcio Fuentes,Fisica,5,3.897657810233214,23.0,Masculino,Granada,ttirado@example.com,+34 925078942
8681,Jeremías Aramburu,Matematicas,6,3.0,20.0,Masculino,Soria,xguzman@example.org,+34821 70 19 15
5702,Alex Nieto,Fisica,5,7.221237195468008,22.0,Masculino,Castellón,zarranz@example.org,+34 985 459 724
8441,Rufino Solera,Programacion,1,8.263291132024976,24.0,Femenino,Baleares,rosa88@example.net,+34 923 252 148
4126,Albano Sales,Programacion,7,8.228973905269347,20.0,Femenino,Valencia,carnerorene@example.net,+34 928549013
6638,Roque Almansa,Programacion,6,2.4447660062446364,25.0,Femenino,Cádiz,onofre77@example.net,+34 827976637
8826,Alexandra Manso,Programacion,5,5.655329639774842,23.0,Masculino,Albacete,hoyoseugenia@example.net,+34807 349 097
8618,Benigna Pelayo,Matematicas,4,4.978523605635551,23.0,Femenino,Palencia,gonimateo@example.net,+34 844 775 676
5991,Buenaventura Giménez,Programacion,5,2.950901922893355,25.0,Masculino,Burgos,carlosramon@example.org,+34 983 43 61 79
8466,Sandalio Portillo,Matematicas,4,5.126550181511316,21.0,Masculino,Baleares,dordonez@example.org,+34846580311
7444,Xiomara Bernal,Fisica,10,0.2174651481731935,25.0,Femenino,Murcia,teo67@example.org,+34 834867804
4443,Maximiano Miró,Matematicas,7,2.5162389047315745,19.0,Femenino,La Coruña,barberamanuel@example.net,+34984 17 45 74
4507,Osvaldo Esteban,Fisica,3,3.0,20.0,Femenino,,,+34873 402 851
6506,Juan Pablo Perea,Matematicas,7,7.931144520468393,25.0,Femenino,Ávila,ofeliaabad@example.com,+34 888387802
1587,Paca Samper,Programacion,6,5.0,20.0,Masculino,Huesca,mariscalazeneth@example.net,+34 822009678
2333,Patricio Martínez,Programacion,10,2.1580461460330604,21.0,Masculino,,cristianpozuelo@example.com,+34 726 079 717
6698,Xiomara Burgos,Programacion,5,3.40316870659729,20.0,Femenino,La Coruña,boadajuanita@example.net,+34843320914
5681,Vicenta Granados,Fisica,3,8.593556785743345,22.0,Femenino,Vizcaya,qrobledo@example.com,+34 925 664 378
6382,Matilde Casanova,Fisica,8,4.521627462617044,19.0,Masculino,Ciudad,maria-del-carmenprado@example.com,+34981028490
9947,Agapito Busquets,Matematicas,6,1.160085725045118,23.0,Masculino,Cantabria,judithfalco@example.net,+34928 053 665
6711,Wálter Téllez,Programacion,10,4.66424861001903,18.0,Femenino,Granada,pinedofabiola@example.com,+34 901 426 132
5216,Rosalina Azorin,Programacion,6,3.0,23.0,Masculino,Ourense,lamat@example.org,+34 824898287
3995,Jose Ignacio Escobar,Fisica,5,7.497216330011194,20.0,Femenino,Castellón,laraarteaga@example.org,
2231,Florinda Tejero,Fisica,3,3.0,18.0,Masculino,Valladolid,jenaro86@example.com,+34844099849
6583,Beatriz Andrés,Fisica,5,3.0,19.0,Femenino,La Coruña,rodolfo97@example.org,
9777,Marco Vilalta,Matematicas,6,3.3012385813878207,24.0,Femenino,Guadalajara,daniiglesia@example.net,+34821 09 14 40
8545,Juliana Dominguez,Programacion,9,3.8187685129947537,24.0,Femenino,Tarragona,violeta96@example.com,+34 886 99 89 01
2476,Clímaco Priego,Fisica,10,5.0,20.0,Masculino,Burgos,roperoaitana@example.com,+34881649703
6769,Marcio Tejero,Fisica,4,5.0,24.0,Femenino,Córdoba,bmurillo@example.org,+34 987 98 45 23
2883,Gustavo Camps,Matematicas,5,3.878794839112147,18.0,Masculino,Barcelona,vidal70@example.org,+34930688602
9854,Visitación Agustín,Programacion,7,5.0,23.0,Masculino,Huesca,pzamorano@example.net,+34874 77 83 47
2335,Lorenza Sanabria,Matematicas,6,7.8201557948857925,20.0,Femenino,Toledo,rosauraperal@example.org,+34 926928404
9138,Felicia Acero,Fisica,7,5.0,24.0,,Zaragoza,marialeal@example.com,
2358,Américo Cerro,Matematicas,7,2.310567037435912,21.0,Masculino,Murcia,agusticarmela@example.com,+34 844449700
5954,Anunciación Madrigal,Programacion,6,4.119418358990379,23.0,Masculino,,solerfernanda@example.net,+34820 098 180
1352,Priscila Bartolomé,Programacion,5,4.462086434840808,23.0,Femenino,Murcia,clarisa12@example.net,+34 847 26 18 74
4789,Reyes Redondo,Programacion,2,3.0,24.0,,Badajoz,campilloyesica@example.org,+34 885 606 949
8168,Rocío Pulido,Programacion,4,3.0,22.0,Masculino,Badajoz,lobatoignacia@example.org,+34 948 969 561
5731,Victor Manuel Fabregat,Fisica,5,1.4159691519410167,21.0,Masculino,Murcia,jbarroso@example.com,+34983 859 987
9480,Hugo Parra,Matematicas,5,3.0,21.0,Masculino,Cuenca,camila65@example.org,+34942 182 344
3307,Hortensia Alemán,Fisica,3,5.0,22.0,Masculino,Melilla,nlloret@example.net,+34 831 816 910
5366,Sebastián Chaparro,Matematicas,5,5.0,23.0,Masculino,Soria,jose-marisureda@example.org,+34 806 13 72 97
7909,Máximo Atienza,Programacion,6,4.619981527779436,20.0,Femenino,La Rioja,sabina09@example.com,+34 888 71 47 03
5408,Vilma Caballero,Programacion,6,4.480231603239466,21.0,Femenino,Teruel,eugeniohernando@example.org,+34 832081137
8091,Mamen Blanes,Programacion,6,8.111328147817824,19.0,Masculino,Huelva,nazaret48@example.net,+34 900 758 959
6872,Odalys Montalbán,Matematicas,4,5.0,20.0,,Pontevedra,royosusanita@example.net,+34985973230
8541,Julio César Pazos,Matematicas,5,2.5803472816575517,23.0,Masculino,Barcelona,,+34 921 98 25 78
4859,Félix Carbonell,Fisica,7,5.0,24.0,Femenino,Granada,annamanso@example.com,+34887198834
4359,Guiomar Perelló,Fisica,6,3.0,21.0,Femenino,Álava,oviana@example.net,+34986 49 94 03
2135,Lorenzo Alonso,Programacion,9,3.781088864905366,18.0,Masculino,Málaga,rebecamendez@example.org,+34 842 27 32 88
6373,Nazaret Merino,Programacion,7,5.216131161864347,18.0,Femenino,Málaga,arevaloleoncio@example.com,
1267,Haydée Porta,Programacion,2,5.313989679773785,24.0,Femenino,Cantabria,gaspar84@example.org,+34 847 523 080
2299,Duilio Manuel,Matematicas,5,6.380882133125166,24.0,Masculino,Lleida,violetafabregas@example.org,+34 946797260
6881,Anselmo Figueroa,Fisica,1,6.583791498861493,21.0,Masculino,Madrid,coraltomas@example.net,+34 926 27 72 66
9585,Martin Quintanilla,Programacion,2,3.0685196838692748,21.0,Masculino,Santa Cruz de Tenerife,barrosemperatriz@example.net,+34 886 26 38 17
9900,Lorena Acero,Fisica,3,0.6397298274239299,19.0,Femenino,,elias67@example.org,+34 955809277
6124,Quirino Expósito,Programacion,9,3.0,25.0,Femenino,Baleares,criadolorenza@example.net,+34 927 529 661
4615,Aurora Zorrilla,Programacion,6,3.0,25.0,Femenino,Jaén,galianocarmina@example.net,+34748 284 976
6066,Ernesto Esparza,Matematicas,6,4.622664417483684,19.0,Femenino,Navarra,brigidaamat@example.org,+34 873320054
1440,Chuy Rojas,Programacion,1,4.764619587939766,18.0,Masculino,Vizcaya,eferrera@example.com,+34879 33 40 46
7261,Máxima Bermúdez,Fisica,6,5.0,25.0,Femenino,Huesca,kiriarte@example.com,+34980869781
6164,Horacio Noguera,Fisica,5,5.0,24.0,Masculino,Córdoba,panchoguzman@example.net,+34823 042 141
6394,Ruy Agustín,Fisica,7,5.0,19.0,Masculino,Asturias,julio-cesar74@example.net,+34 846 008 044
4671,Juanita Barreda,Programacion,6,3.112244895982259,21.0,Masculino,,jaumecarlito@example.net,+34 822 509 291
4140,Edelmiro Sacristán,Matematicas,6,4.9113528666116135,21.0,Masculino,Palencia,sabina48@example.net,+34 881 60 41 63
1420,Martin Ugarte,Programacion,5,5.0,24.0,Femenino,Castellón,ffeijoo@example.com,
6625,Loreto Ramírez,Matematicas,5,5.0,18.0,Femenino,,marcelinoguzman@example.com,+34668 82 52 61
7539,Marco Palau,Matematicas,7,4.647699002217663,18.0,Femenino,Granada,iblazquez@example.com,+34 972 80 77 89
3464,Lidia Cañas,Programacion,6,1.03913161965644,19.0,Femenino,Teruel,ainoarey@example.org,+34900 78 44 82
4943,Reinaldo Jaén,Programacion,4,3.8344982348170973,,Femenino,Lleida,romanramon@example.com,+34821 55 33 99
3597,Verónica Fiol,Programacion,9,1.4717722373770261,25.0,Femenino,Murcia,,+34 686 877 934
9485,Oriana Criado,Matematicas,3,1.0844297610584794,22.0,Masculino,Córdoba,aureabarreda@example.net,+34807 58 43 99
8482,Claudio Mena,Programacion,5,2.861294741692409,,Masculino,Ourense,peirowilfredo@example.org,+34 849 278 521
6552,Hermenegildo González,Fisica,6,4.7105396584498775,21.0,Femenino,Barcelona,cmacias@example.org,+34925 192 139
7038,Seve Martorell,Programacion,6,4.675250332513002,18.0,Femenino,Burgos,,+34922 26 52 11
4072,Nerea Cuevas,Programacion,5,1.5576229718388044,25.0,Femenino,Córdoba,nazaretzabaleta@example.org,+34866794242
2839,Javier Cañizares,Matematicas,4,4.913282583165695,22.0,Femenino,Soria,graciela04@example.net,+34662847154
2913,Miguela Linares,Matematicas,7,7.88742296309677,23.0,Femenino,Palencia,ynevado@example.com,+34 981336875
9551,Dominga Heredia,Programacion,5,3.804695144347777,20.0,Masculino,Cádiz,hgarcia@example.com,+34 901 94 82 52
3796,Nazaret Borja,Matematicas,6,4.169466926007589,18.0,Femenino,Cantabria,,+34849 31 92 78
8913,Marcelo Téllez,Matematicas,1,3.0,20.0,Femenino,Tarragona,elodiahidalgo@example.net,+34 806 112 919
4681,Nicanor Vilaplana,Matematicas,3,2.59678314266116,20.0,Femenino,,emilianamuniz@example.org,+34966 031 009
7128,Conrado Huertas,Programacion,6,0.3554567121849963,22.0,Masculino,Melilla,cbanos@example.com,
8140,Anunciación Tirado,Fisica,6,0.9949317285994568,18.0,Masculino,Lugo,calzadapia@example.org,+34911 06 62 34
8386,Marcelo Reguera,Matematicas,5,3.6059288450779614,19.0,Masculino,Lugo,bernardafarre@example.org,+34 884 05 85 08
1573,Evelia Peña,Matematicas,8,3.0,18.0,Femenino,Las Palmas,marisa01@example.org,+34884015441
9575,Lorenza Pacheco,Programacion,4,3.4172116623834734,18.0,Masculino,Teruel,bruno59@example.net,+34 847 52 70 34
6388,Armando Pastor,Programacion,3,3.0,24.0,Masculino,Salamanca,rsainz@example.com,+34876286141
7171,Mariano Mascaró,Programacion,10,3.0,25.0,Masculino,Albacete,primitiva76@example.net,+34 879 629 839
8533,José Ángel Villar,Programacion,4,3.0,19.0,Femenino,Cáceres,sarita97@example.org,+34 922655530
5500,Bruno Izquierdo,Matematicas,5,5.4899914091307735,25.0,Masculino,Guadalajara,etejedor@example.com,+34 715 498 631
5313,Cándido Ramirez,Matematicas,6,6.261776869497967,18.0,Masculino,Toledo,noguerapetrona@example.org,+34823 016 007
4375,Viviana Cervera,Programacion,5,4.743204690529734,18.0,Femenino,Barcelona,ztalavera@example.net,+34878 92 53 31
7450,Prudencia Cánovas,Fisica,10,4.079914872016559,18.0,Masculino,Segovia,adalbertohuertas@example.com,+34 985 880 009
1299,Anselma Paniagua,Matematicas,10,2.7372617461822664,18.0,Masculino,Soria,bartolome05@example.com,+34826 002 080
5731,Zoraida Blanco,Matematicas,10,3.961602607083276,18.0,Masculino,Girona,azahar53@example.net,+34843 63 39 52
2371,Amor Agullo,Programacion,5,3.1944097164165206,21.0,Masculino,Baleares,creina@example.org,+34 849 131 635
4758,Alondra Escudero,Fisica,4,4.462724746030863,18.0,Masculino,Salamanca,fidelacalderon@example.net,+34 727 43 59 10
4059,Gregorio Mate,Fisica,6,7.3544669592264285,23.0,Masculino,,guerravisitacion@example.net,+34825 88 42 60
9728,Urbano Cámara,Fisica,7,3.0,23.0,Masculino,Granada,festeban@example.org,+34 988 177 902
6699,Baltasar Ferrándiz,Matematicas,6,3.0,22.0,Masculino,Palencia,lferrera@example.org,+34888 051 360
2076,Eusebia Roldan,Matematicas,5,4.1647810761499935,19.0,Masculino,Ávila,santamariaencarnacion@example.net,+34740 250 647
7707,Donato Arnaiz,Matematicas,5,5.0,,Femenino,Palencia,dominga22@example.net,+34 941706901
4130,Rosendo Mariscal,Matematicas,4,3.7529096522999907,22.0,,Guipúzcoa,layala@example.org,+34 883 525 060
6405,Cecilio Amaya,Programacion,5,6.559695729133394,24.0,Masculino,Alicante,fernandocastro@example.org,+34883982472
4054,Adelardo Molins,Matematicas,4,5.0,24.0,Masculino,Cáceres,claudiamontero@example.net,+34 845 835 329
7795,Edgardo Castillo,Programacion,8,5.391480059080948,25.0,Femenino,Cádiz,carolinaalmagro@example.net,+34942 698 774
4003,Elodia Galvez,Programacion,5,3.0,18.0,Masculino,Toledo,tcerdan@example.net,+34835 273 485
5835,Ema Barbero,Programacion,5,2.305140075855796,24.0,Femenino,Albacete,bernardita11@example.net,+34882 902 491
4806,Luisa Roig,Matematicas,6,4.741655405827381,20.0,Masculino,Cádiz,vidal99@example.net,+34 820 81 86 62
7626,Loreto Menéndez,Fisica,6,5.0,22.0,Femenino,Melilla,abascalgalo@example.org,+34 844349226
5244,Poncio Corominas,Matematicas,6,3.0,23.0,Masculino,Baleares,ismael38@example.org,+34983565206
9672,Leocadio Cervera,Fisica,10,5.0,18.0,Femenino,Palencia,anna96@example.org,+34 886 17 94 05
5091,Belen Mercader,Fisica,5,4.946882779568661,22.0,Masculino,Badajoz,landrade@example.net,+34827913039
7076,Melisa Planas,Fisica,3,3.9393123464131214,22.0,Masculino,Málaga,silvia41@example.net,+34986 348 334
5238,Nicodemo Jurado,Programacion,4,5.0,18.0,Masculino,León,jmorante@example.org,+34 988 231 378
3684,Aurora Malo,Fisica,6,3.0,25.0,,Granada,gtomas@example.net,+34 748254798
8193,Maxi Mínguez,Fisica,5,4.24165176700222,25.0,Femenino,Castellón,ovidio30@example.org,+34845 98 84 68
8069,Roxana Villalobos,Matematicas,6,4.2850109303637005,18.0,Masculino,Guadalajara,juliovalls@example.org,+34 858 42 15 33
3988,Paca Carrasco,Programacion,9,8.954143761810322,21.0,Femenino,Cádiz,nunezdalila@example.com,+34703 439 408
6238,Damián Portillo,Fisica,6,3.464716952963139,24.0,Masculino,Baleares,xbartolome@example.com,+34 881 538 161
6978,Dolores Vega,Fisica,5,8.909254386449302,22.0,Masculino,Burgos,chernandez@example.org,+34974910679
1963,Constanza Domínguez,Matematicas,1,6.552634044264903,23.0,Femenino,Cádiz,vicente49@example.net,+34920 234 895
8637,Ovidio Córdoba,Fisica,5,3.0,24.0,Masculino,La Rioja,carrilloanastasio@example.org,+34 945 76 54 32
6316,Carlito Hernández,Matematicas,6,6.224431258449842,25.0,Masculino,Vizcaya,amaliaasensio@example.net,+34 949 13 24 77
6061,Aurelia Gallart,Fisica,5,0.37164138551225157,24.0,Masculino,Palencia,villalbamelania@example.org,
7671,Rodrigo Jiménez,Matematicas,5,8.733190025133235,22.0,Femenino,Huelva,gregorio86@example.org,+34 910 425 800
1863,Maricela Aguirre,Programacion,5,0.22406446931172375,22.0,Masculino,Huelva,blancabernardo@example.org,+34942224172
2464,Malena Santos,Matematicas,5,5.0,21.0,Femenino,Palencia,francisco-jose71@example.org,
9139,Jose Ramón Donoso,Programacion,5,5.0,20.0,Masculino,Jaén,eleuteriosantamaria@example.net,+34 828 696 965
6546,Consuelo Morell,Fisica,1,3.1352497516830926,22.0,Femenino,Girona,ciriacoaguilo@example.com,+34843 400 966
6733,Haroldo Araujo,Matematicas,6,5.0,21.0,Femenino,La Rioja,aarellano@example.net,+34845 88 03 72
3831,Julián Salom,Matematicas,8,2.4694974608289306,18.0,Femenino,La Coruña,juan-josemancebo@example.org,+34820 733 169
6316,Ibán Losa,Matematicas,7,5.0,20.0,Femenino,Tarragona,curro71@example.net,+34902 24 55 64
7714,Leonel Villalonga,Fisica,5,8.976048905104978,22.0,Femenino,Huelva,matilde38@example.org,+34939776913
4894,Nico Marcos,Programacion,6,5.0,19.0,Femenino,Almería,gustavo73@example.net,+34843 98 17 06
2048,Donato Torrecilla,Programacion,5,1.8334909053423574,23.0,Masculino,Zamora,alvarohuguet@example.org,+34 846712663
2082,Eugenia Crespi,Matematicas,5,4.918164028938195,25.0,,Castellón,sorayaalbero@example.com,+34 842412143
5692,Berta Rivera,Fisica,5,4.489191373527611,25.0,Femenino,La Coruña,leivaplinio@example.net,+34887 800 025
2269,Genoveva Barba,Fisica,6,3.0,19.0,Femenino,,arconatividad@example.net,+34 844 09 20 92
3434,Julie Sureda,Fisica,7,3.554201487474934,19.0,Femenino,Zaragoza,gcampo@example.org,+34987 557 944
8093,Claudio Lillo,Matematicas,8,3.0,24.0,Femenino,Cantabria,,+34 702753149
8787,Emperatriz Figueroa,Fisica,1,1.7105549463515364,,Femenino,Córdoba,qgalvez@example.net,+34664 97 51 70
2541,Rosa Armengol,Programacion,5,7.466009080433253,23.0,Masculino,Ciudad,carmenfabra@example.net,+34811091612
2915,Matilde Olmedo,Matematicas,6,5.0,22.0,Femenino,Jaén,susanaplanas@example.net,+34 944 92 60 29
1013,Sara Tejera,Fisica,6,4.850801983838022,21.0,Masculino,Pontevedra,marc98@example.com,+34 845523559
5285,Juan Antonio Roura,Programacion,7,3.384360084369903,22.0,Masculino,Ciudad,onofre20@example.com,+34732 14 84 49
3741,Rita Barba,Fisica,6,5.875059907635979,22.0,Masculino,Badajoz,geronimoarregui@example.com,+34981512914
4232,Encarna Franco,Programacion,5,4.322576330691221,,Masculino,Ourense,lconde@example.net,+34 927 41 81 95
7139,Rosalía Correa,Matematicas,2,8.530946044064901,25.0,Masculino,Tarragona,,+34971918447
2735,Cristian Pellicer,Matematicas,1,0.8227016562889929,24.0,Masculino,Cantabria,angelitablanca@example.net,+34886 38 67 05
6893,Elisabet Rosa,Matematicas,6,1.168617216620615,25.0,Masculino,Huesca,burgosclaudio@example.org,+34 886 376 908
9925,María Ángeles Pagès,Programacion,6,3.0,22.0,Masculino,Salamanca,palmerpiedad@example.org,+34 927 475 526
5773,Tere Morillo,Fisica,7,6.483889236178999,25.0,Masculino,Cantabria,mbonilla@example.com,+34902 298 819
8179,Javiera Ortuño,Programacion,10,2.9269790686837647,21.0,,Guadalajara,ccases@example.org,+34 982 570 624
8966,Mariano Bermejo,Matematicas,5,3.688284986528734,19.0,Femenino,Ourense,,
8926,Pánfilo Giner,Matematicas,7,7.873769728479644,25.0,Masculino,Murcia,jovedimas@example.net,+34886 637 891
5587,Candelario Suárez,Programacion,6,7.521924242725071,18.0,Femenino,Tarragona,lhuerta@example.net,+34 881718266
1193,Tiburcio Rios,Fisica,6,2.6784421180934497,25.0,Femenino,,moraneva@example.org,+34980 277 977
8033,Gabriel Gutierrez,Fisica,5,5.0,23.0,Masculino,Barcelona,aitana75@example.net,+34981 273 355
2038,Cayetano Córdoba,Fisica,7,6.74760384793652,18.0,Femenino,Cuenca,agustina62@example.org,+34 948 308 374
5663,Esteban Toledo,Matematicas,10,3.0,21.0,Masculino,Málaga,maria-angelesalmeida@example.org,+34984 668 058
9015,Tere Calvet,Fisica,5,7.49930325122489,19.0,,Las Palmas,,+34 978592553
9670,José Luis Fábregas,Fisica,7,3.777844556188371,20.0,Masculino,Salamanca,ciriacoalvarez@example.net,+34943707851
9251,Marcos Donoso,Fisica,6,3.2691703295169625,23.0,Femenino,Barcelona,lucianovillar@example.org,+34949 04 50 71
8122,Ester Baquero,Programacion,5,4.662509816566486,19.0,Femenino,Guadalajara,porteronelida@example.com,+34827325349
5762,Delfina Suárez,Matematicas,9,4.643242925061104,18.0,Masculino,Cuenca,hdiez@example.org,+34 880 247 276
5811,Ángeles Llorente,Fisica,10,3.1091596198719076,20.0,Femenino,Ceuta,catienza@example.org,
9381,Carolina Abella,Matematicas,10,2.6604312498726803,19.0,Masculino,La Coruña,oliveencarna@example.org,+34 945 19 56 72
3307,Yago Segarra,Programacion,6,2.5907657827678947,18.0,Femenino,Soria,yoliver@example.net,+34 871 965 559
4480,Tere Cámara,Matematicas,6,4.3328656553103375,19.0,,Vizcaya,quirinoarteaga@example.net,+34 902 624 164
2336,Manuel Barba,Matematicas,2,5.0,24.0,Masculino,Álava,mexposito@example.net,+34887 984 586
3076,Elisabet Azorin,Programacion,10,2.983637015657042,19.0,Femenino,Lleida,loretoamaya@example.org,+34 857725243
8671,Leyre Román,Programacion,1,3.0177609670143313,24.0,Femenino,Badajoz,cayetanoanglada@example.org,+34 974 53 70 18
5605,Marisol Moraleda,Matematicas,2,3.0,24.0,Masculino,Álava,teofila00@example.com,+34900 46 28 09
1037,Jenny Mur,Matematicas,6,3.2554763086303957,,Masculino,,kgras@example.com,+34 710284370
8961,Baltasar Calderon,Matematicas,3,4.645082988922079,21.0,Femenino,La Rioja,jose-antoniocarballo@example.com,+34 842237276
6033,Marina Torrens,Fisica,9,4.811521438620156,20.0,Masculino,Santa Cruz de Tenerife,ntaboada@example.com,+34878 363 344
4902,Buenaventura Manso,Programacion,6,3.0,20.0,Masculino,Murcia,patriciamerino@example.org,+34927 099 113
4069,Nicanor Serra,Programacion,5,3.0,18.0,Femenino,Ceuta,hpizarro@example.com,+34 973209006
7858,Iván Piquer,Fisica,7,5.9963388102842705,23.0,Masculino,Baleares,joel87@example.com,+34 974 044 121
9259,Débora Jimenez,Programacion,7,6.619831214938019,18.0,Femenino,Alicante,cesar82@example.org,+34871802469
5817,Eva María Salmerón,Matematicas,6,5.0,19.0,Femenino,Huesca,bashernando@example.org,
1649,Roxana Acosta,Matematicas,6,5.7648533492354,19.0,Masculino,Cádiz,leandrobarbero@example.org,+34949 90 27 30
4234,Marianela Coloma,Fisica,5,6.359687803829983,19.0,Femenino,,zsacristan@example.org,+34 716 85 47 35
3394,Cándida Acero,Programacion,6,5.505237312979252,24.0,Masculino,,alejandraferrero@example.com,+34884815301
